Itrs,Loss,Overall_Acc,Mean_IoU
4723,0.252540,,
4724,0.163153,,
4725,0.100694,,
4726,0.119036,,
4727,0.106168,,
4728,0.159736,,
4729,0.246420,,
4730,0.098227,,
4731,0.185146,,
4732,0.174844,,
4733,0.229300,,
4734,0.147570,,
4735,0.142328,,
4736,0.074794,,
4737,0.111182,,
4738,0.186293,,
4739,0.189537,,
4740,0.179389,,
4741,0.185532,,
4742,0.155834,,
4743,0.224035,,
4744,0.177179,,
4745,0.188625,,
4746,0.115313,,
4747,0.121608,,
4748,0.186308,,
4749,0.141324,,
4750,0.142926,,
4751,0.162218,,
4752,0.119735,,
4753,0.147069,,
4754,0.262363,,
4755,0.108618,,
4756,0.165432,,
4757,0.272754,,
4758,0.122689,,
4759,0.185190,,
4760,0.168941,,
4761,0.141202,,
4762,0.331928,,
4763,0.245157,,
4764,0.235828,,
4765,0.259638,,
4766,0.172131,,
4767,0.109712,,
4768,0.164304,,
4769,0.177107,,
4770,0.207099,,
4771,0.220717,,
4772,0.208800,,
4773,0.171005,,
4774,0.173815,,
4775,0.115566,,
4776,0.208435,,
4777,0.162976,,
4778,0.126491,,
4779,0.236270,,
4780,0.082251,,
4781,0.158220,,
4782,0.074918,,
4783,0.340846,,
4784,0.213711,,
4785,0.130423,,
4786,0.191439,,
4787,0.242611,,
4788,0.121401,,
4789,0.096996,,
4790,0.229948,,
4791,0.130065,,
4792,0.147523,,
4793,0.193951,,
4794,0.162894,,
4795,0.151202,,
4796,0.175242,,
4797,0.125992,,
4798,0.176018,,
4799,0.170292,,
4800,0.173905,0.923254,0.717049
4801,0.206487,,
4802,0.202162,,
4803,0.136874,,
4804,0.265797,,
4805,0.291695,,
4806,0.171673,,
4807,0.167627,,
4808,0.175574,,
4809,0.191127,,
4810,0.257331,,
4811,0.132585,,
4812,0.339835,,
4813,0.246369,,
4814,0.205938,,
4815,0.178338,,
4816,0.188926,,
4817,0.237595,,
4818,0.225384,,
4819,0.135262,,
4820,0.141228,,
4821,0.110362,,
4822,0.158111,,
4823,0.132652,,
4824,0.245972,,
4825,0.139270,,
4826,0.382549,,
4827,0.160174,,
4828,0.180604,,
4829,0.226323,,
4830,0.171952,,
4831,0.186225,,
4832,0.127445,,
4833,0.245662,,
4834,0.140266,,
4835,0.110159,,
4836,0.148068,,
4837,0.186261,,
4838,0.107597,,
4839,0.131710,,
4840,0.213374,,
4841,0.138142,,
4842,0.166463,,
4843,0.113776,,
4844,0.230029,,
4845,0.117132,,
4846,0.225788,,
4847,0.114205,,
4848,0.112338,,
4849,0.117764,,
4850,0.132716,,
4851,0.129443,,
4852,0.260339,,
4853,0.250589,,
4854,0.190886,,
4855,0.116742,,
4856,0.251641,,
4857,0.199779,,
4858,0.273351,,
4859,0.180519,,
4860,0.150852,,
4861,0.176868,,
4862,0.186839,,
4863,0.135123,,
4864,0.096899,,
4865,0.163727,,
4866,0.130761,,
4867,0.118576,,
4868,0.142627,,
4869,0.185208,,
4870,0.140175,,
4871,0.128653,,
4872,0.247410,,
4873,0.141859,,
4874,0.243201,,
4875,0.159779,,
4876,0.100297,,
4877,0.183315,,
4878,0.203205,,
4879,0.106935,,
4880,0.144023,,
4881,0.252597,,
4882,0.087193,,
4883,0.130359,,
4884,0.244714,,
4885,0.109168,,
4886,0.146054,,
4887,0.248085,,
4888,0.309099,,
4889,0.142227,,
4890,0.251582,,
4891,0.199167,,
4892,0.117009,,
4893,0.223294,,
4894,0.155301,,
4895,0.225369,,
4896,0.258137,,
4897,0.137855,,
4898,0.154790,,
4899,0.260145,,
4900,0.229580,0.928553,0.735439
4901,0.183412,,
4902,0.181555,,
4903,0.186261,,
4904,0.156335,,
4905,0.116497,,
4906,0.184607,,
4907,0.159334,,
4908,0.166629,,
4909,0.330576,,
4910,0.131486,,
4911,0.200278,,
4912,0.142006,,
4913,0.167262,,
4914,0.193340,,
4915,0.265816,,
4916,0.124529,,
4917,0.166614,,
4918,0.089207,,
4919,0.172049,,
4920,0.218713,,
4921,0.198295,,
4922,0.426773,,
4923,0.089181,,
4924,0.187878,,
4925,0.138277,,
4926,0.156362,,
4927,0.120111,,
4928,0.206762,,
4929,0.129582,,
4930,0.130198,,
4931,0.188502,,
4932,0.166308,,
4933,0.251627,,
4934,0.129174,,
4935,0.404088,,
4936,0.197297,,
4937,0.095966,,
4938,0.262703,,
4939,0.206199,,
4940,0.099178,,
4941,0.148156,,
4942,0.175339,,
4943,0.124162,,
4944,0.142751,,
4945,0.121858,,
4946,0.252651,,
4947,0.152959,,
4948,0.237924,,
4949,0.120028,,
4950,0.264560,,
4951,0.253092,,
4952,0.170649,,
4953,0.158835,,
4954,0.114701,,
4955,0.155791,,
4956,0.207569,,
4957,0.135072,,
4958,0.209262,,
4959,0.163741,,
4960,0.191699,,
4961,0.121048,,
4962,0.179655,,
4963,0.144626,,
4964,0.137641,,
4965,0.115312,,
4966,0.115545,,
4967,0.175973,,
4968,0.180638,,
4969,0.135102,,
4970,0.091348,,
4971,0.194640,,
4972,0.140133,,
4973,0.275873,,
4974,0.145451,,
4975,0.221099,,
4976,0.114714,,
4977,0.153617,,
4978,0.152492,,
4979,0.243913,,
4980,0.125458,,
4981,0.175866,,
4982,0.134879,,
4983,0.225358,,
4984,0.183894,,
4985,0.148390,,
4986,0.212741,,
4987,0.190539,,
4988,0.246814,,
4989,0.232682,,
4990,0.137721,,
4991,0.198222,,
4992,0.157737,,
4993,0.127907,,
4994,0.305050,,
4995,0.129829,,
4996,0.195820,,
4997,0.191054,,
4998,0.107699,,
4999,0.146405,,
5000,0.163096,0.928289,0.732090
5001,0.153294,,
5002,0.108170,,
5003,0.109603,,
5004,0.070119,,
5005,0.105174,,
5006,0.211307,,
5007,0.102180,,
5008,0.234153,,
5009,0.178275,,
5010,0.127728,,
5011,0.266593,,
5012,0.101931,,
5013,0.101369,,
5014,0.164881,,
5015,0.071445,,
5016,0.186582,,
5017,0.239993,,
5018,0.220148,,
5019,0.404744,,
5020,0.150720,,
5021,0.097416,,
5022,0.108892,,
5023,0.155073,,
5024,0.118488,,
5025,0.175605,,
5026,0.199765,,
5027,0.131644,,
5028,0.126625,,
5029,0.167803,,
5030,0.152485,,
5031,0.111080,,
5032,0.212334,,
5033,0.200220,,
5034,0.125613,,
5035,0.068003,,
5036,0.140579,,
5037,0.159557,,
5038,0.200876,,
5039,0.193920,,
5040,0.216916,,
5041,0.146166,,
5042,0.121996,,
5043,0.231089,,
5044,0.128371,,
5045,0.166413,,
5046,0.144441,,
5047,0.162373,,
5048,0.180981,,
5049,0.137530,,
5050,0.114172,,
5051,0.216217,,
5052,0.187535,,
5053,0.135006,,
5054,0.132741,,
5055,0.123961,,
5056,0.171197,,
5057,0.202312,,
5058,0.114093,,
5059,0.169311,,
5060,0.266380,,
5061,0.135188,,
5062,0.219860,,
5063,0.178610,,
5064,0.128366,,
5065,0.105568,,
5066,0.233850,,
5067,0.153831,,
5068,0.103538,,
5069,0.175054,,
5070,0.130531,,
5071,0.203731,,
5072,0.106152,,
5073,0.119854,,
5074,0.156915,,
5075,0.239372,,
5076,0.081336,,
5077,0.147818,,
5078,0.230493,,
5079,0.113385,,
5080,0.118500,,
5081,0.158107,,
5082,0.144985,,
5083,0.094927,,
5084,0.238685,,
5085,0.177183,,
5086,0.180325,,
5087,0.171006,,
5088,0.184865,,
5089,0.157453,,
5090,0.136675,,
5091,0.170105,,
5092,0.174167,,
5093,0.193688,,
5094,0.236868,,
5095,0.214379,,
5096,0.204629,,
5097,0.223601,,
5098,0.189081,,
5099,0.226232,,
5100,0.171895,0.927659,0.730657
5101,0.161187,,
5102,0.093139,,
5103,0.199383,,
5104,0.121912,,
5105,0.290345,,
5106,0.245465,,
5107,0.122601,,
5108,0.111247,,
5109,0.104926,,
5110,0.168231,,
5111,0.142244,,
5112,0.172669,,
5113,0.097856,,
5114,0.178054,,
5115,0.165468,,
5116,0.209172,,
5117,0.138644,,
5118,0.193549,,
5119,0.287739,,
5120,0.096318,,
5121,0.189967,,
5122,0.149883,,
5123,0.090643,,
5124,0.211728,,
5125,0.176427,,
5126,0.190215,,
5127,0.197326,,
5128,0.123067,,
5129,0.079504,,
5130,0.162992,,
5131,0.121844,,
5132,0.166968,,
5133,0.197446,,
5134,0.108961,,
5135,0.148868,,
5136,0.202899,,
5137,0.136055,,
5138,0.169188,,
5139,0.222550,,
5140,0.194775,,
5141,0.172041,,
5142,0.176826,,
5143,0.121567,,
5144,0.101745,,
5145,0.161977,,
5146,0.122811,,
5147,0.176386,,
5148,0.277338,,
5149,0.202777,,
5150,0.192260,,
5151,0.148740,,
5152,0.171813,,
5153,0.140541,,
5154,0.171902,,
5155,0.203323,,
5156,0.140670,,
5157,0.175392,,
5158,0.248474,,
5159,0.140077,,
5160,0.146686,,
5161,0.149005,,
5162,0.107328,,
5163,0.187445,,
5164,0.141580,,
5165,0.170726,,
5166,0.102511,,
5167,0.138586,,
5168,0.175987,,
5169,0.178840,,
5170,0.123488,,
5171,0.106790,,
5172,0.198257,,
5173,0.208868,,
5174,0.172858,,
5175,0.157050,,
5176,0.281951,,
5177,0.170021,,
5178,0.221522,,
5179,0.149010,,
5180,0.228409,,
5181,0.131486,,
5182,0.176250,,
5183,0.121217,,
5184,0.210420,,
5185,0.161563,,
5186,0.250760,,
5187,0.180415,,
5188,0.182214,,
5189,0.150848,,
5190,0.221909,,
5191,0.255674,,
5192,0.168465,,
5193,0.274581,,
5194,0.169811,,
5195,0.125505,,
5196,0.138177,,
5197,0.208448,,
5198,0.149383,,
5199,0.243594,,
5200,0.133418,0.928568,0.740807
5201,0.115990,,
5202,0.149901,,
5203,0.119276,,
5204,0.186879,,
5205,0.155397,,
5206,0.396751,,
5207,0.205172,,
5208,0.135712,,
5209,0.185145,,
5210,0.152125,,
5211,0.227270,,
5212,0.208787,,
5213,0.095366,,
5214,0.169390,,
5215,0.112943,,
5216,0.176226,,
5217,0.149965,,
5218,0.209562,,
5219,0.094007,,
5220,0.092096,,
5221,0.107451,,
5222,0.135551,,
5223,0.193493,,
5224,0.166816,,
5225,0.135042,,
5226,0.145201,,
5227,0.151563,,
5228,0.144401,,
5229,0.085827,,
5230,0.186193,,
5231,0.248810,,
5232,0.153435,,
5233,0.145157,,
5234,0.088513,,
5235,0.091178,,
5236,0.200458,,
5237,0.172308,,
5238,0.192649,,
5239,0.249572,,
5240,0.191900,,
5241,0.132022,,
5242,0.162360,,
5243,0.169970,,
5244,0.166043,,
5245,0.399655,,
5246,0.124898,,
5247,0.174730,,
5248,0.128682,,
5249,0.297601,,
5250,0.200665,,
5251,0.176407,,
5252,0.219264,,
5253,0.159070,,
5254,0.135094,,
5255,0.223756,,
5256,0.132813,,
5257,0.152769,,
5258,0.247527,,
5259,0.137452,,
5260,0.105990,,
5261,0.265757,,
5262,0.169875,,
5263,0.187687,,
5264,0.167013,,
5265,0.181807,,
5266,0.148314,,
5267,0.127437,,
5268,0.172573,,
5269,0.152307,,
5270,0.198781,,
5271,0.194616,,
5272,0.305933,,
5273,0.121521,,
5274,0.229145,,
5275,0.256080,,
5276,0.167445,,
5277,0.359831,,
5278,0.132880,,
5279,0.208852,,
5280,0.128406,,
5281,0.188279,,
5282,0.246336,,
5283,0.165191,,
5284,0.188608,,
5285,0.214444,,
5286,0.168699,,
5287,0.098487,,
5288,0.263508,,
5289,0.275750,,
5290,0.194766,,
5291,0.100617,,
5292,0.235116,,
5293,0.166888,,
5294,0.132603,,
5295,0.196257,,
5296,0.163158,,
5297,0.121021,,
5298,0.222179,,
5299,0.124706,,
5300,0.137801,0.927048,0.727929
5301,0.182200,,
5302,0.092399,,
5303,0.106779,,
5304,0.138613,,
5305,0.146226,,
5306,0.186250,,
5307,0.142112,,
5308,0.204025,,
5309,0.105283,,
5310,0.165446,,
5311,0.163675,,
5312,0.194877,,
5313,0.244395,,
5314,0.118007,,
5315,0.095060,,
5316,0.149087,,
5317,0.076849,,
5318,0.156241,,
5319,0.128497,,
5320,0.156481,,
5321,0.158672,,
5322,0.173182,,
5323,0.210367,,
5324,0.194040,,
5325,0.235330,,
5326,0.098352,,
5327,0.248783,,
5328,0.141043,,
5329,0.193636,,
5330,0.118331,,
5331,0.150702,,
5332,0.156286,,
5333,0.151665,,
5334,0.166086,,
5335,0.189742,,
5336,0.075643,,
5337,0.183256,,
5338,0.129661,,
5339,0.206725,,
5340,0.123332,,
5341,0.121141,,
5342,0.092117,,
5343,0.181768,,
5344,0.147148,,
5345,0.099934,,
5346,0.292319,,
5347,0.164854,,
5348,0.144391,,
5349,0.172993,,
5350,0.123901,,
5351,0.143845,,
5352,0.340460,,
5353,0.198951,,
5354,0.144919,,
5355,0.172428,,
5356,0.153802,,
5357,0.134151,,
5358,0.121609,,
5359,0.218901,,
5360,0.127772,,
5361,0.195203,,
5362,0.164657,,
5363,0.343609,,
5364,0.223627,,
5365,0.193904,,
5366,0.126842,,
5367,0.184947,,
5368,0.136275,,
5369,0.215204,,
5370,0.173995,,
5371,0.185964,,
5372,0.261872,,
5373,0.141566,,
5374,0.198360,,
5375,0.126294,,
5376,0.126931,,
5377,0.229991,,
5378,0.202304,,
5379,0.156878,,
5380,0.162191,,
5381,0.168085,,
5382,0.314075,,
5383,0.148204,,
5384,0.185322,,
5385,0.241237,,
5386,0.098493,,
5387,0.113894,,
5388,0.137624,,
5389,0.156986,,
5390,0.149293,,
5391,0.260618,,
5392,0.127713,,
5393,0.159830,,
5394,0.472050,,
5395,0.130358,,
5396,0.116033,,
5397,0.096246,,
5398,0.108780,,
5399,0.117623,,
5400,0.229585,0.930175,0.737617
5401,0.235060,,
5402,0.111730,,
5403,0.117946,,
5404,0.224853,,
5405,0.143788,,
5406,0.117199,,
5407,0.135687,,
5408,0.222222,,
5409,0.127954,,
5410,0.171194,,
5411,0.135512,,
5412,0.113762,,
5413,0.248558,,
5414,0.178502,,
5415,0.249437,,
5416,0.132003,,
5417,0.155183,,
5418,0.146725,,
5419,0.099895,,
5420,0.108922,,
5421,0.190403,,
5422,0.193715,,
5423,0.213044,,
5424,0.177219,,
5425,0.125701,,
5426,0.153615,,
5427,0.151212,,
5428,0.166716,,
5429,0.133944,,
5430,0.154169,,
5431,0.113458,,
5432,0.183554,,
5433,0.108220,,
5434,0.123978,,
5435,0.210271,,
5436,0.127855,,
5437,0.127038,,
5438,0.179244,,
5439,0.117230,,
5440,0.111178,,
5441,0.115966,,
5442,0.150938,,
5443,0.108620,,
5444,0.381754,,
5445,0.235296,,
5446,0.173251,,
5447,0.181821,,
5448,0.138636,,
5449,0.151977,,
5450,0.085626,,
5451,0.127747,,
5452,0.099057,,
5453,0.184667,,
5454,0.179665,,
5455,0.090779,,
5456,0.144500,,
5457,0.165013,,
5458,0.283766,,
5459,0.211639,,
5460,0.177800,,
5461,0.127428,,
5462,0.171244,,
5463,0.560622,,
5464,0.209645,,
5465,0.172413,,
5466,0.211614,,
5467,0.192548,,
5468,0.108285,,
5469,0.161869,,
5470,0.130641,,
5471,0.148801,,
5472,0.159912,,
5473,0.147656,,
5474,0.099650,,
5475,0.122134,,
5476,0.194086,,
5477,0.129161,,
5478,0.200064,,
5479,0.123332,,
5480,0.153503,,
5481,0.212077,,
5482,0.129325,,
5483,0.187432,,
5484,0.196462,,
5485,0.130328,,
5486,0.186982,,
5487,0.280002,,
5488,0.094212,,
5489,0.077179,,
5490,0.144715,,
5491,0.125453,,
5492,0.181217,,
5493,0.129525,,
5494,0.127439,,
5495,0.107677,,
5496,0.116125,,
5497,0.223944,,
5498,0.165392,,
5499,0.324213,,
5500,0.120007,0.928414,0.732231
5501,0.167944,,
5502,0.149240,,
5503,0.184956,,
5504,0.285808,,
5505,0.325672,,
5506,0.204801,,
5507,0.213857,,
5508,0.130197,,
5509,0.175230,,
5510,0.166777,,
5511,0.102745,,
5512,0.154420,,
5513,0.081495,,
5514,0.117388,,
5515,0.110438,,
5516,0.116091,,
5517,0.188462,,
5518,0.115237,,
5519,0.171196,,
5520,0.174212,,
5521,0.153656,,
5522,0.170616,,
5523,0.289956,,
5524,0.213545,,
5525,0.169548,,
5526,0.175370,,
5527,0.143550,,
5528,0.227570,,
5529,0.105128,,
5530,0.173451,,
5531,0.165613,,
5532,0.204857,,
5533,0.214429,,
5534,0.118367,,
5535,0.185937,,
5536,0.141969,,
5537,0.134404,,
5538,0.145069,,
5539,0.204196,,
5540,0.137603,,
5541,0.183253,,
5542,0.148980,,
5543,0.153358,,
5544,0.145795,,
5545,0.160407,,
5546,0.155153,,
5547,0.157181,,
5548,0.202387,,
5549,0.146078,,
5550,0.130151,,
5551,0.272008,,
5552,0.196803,,
5553,0.230650,,
5554,0.115666,,
5555,0.100623,,
5556,0.127791,,
5557,0.107751,,
5558,0.237013,,
5559,0.088721,,
5560,0.121293,,
5561,0.178026,,
5562,0.107784,,
5563,0.127092,,
5564,0.116208,,
5565,0.091645,,
5566,0.115384,,
5567,0.171554,,
5568,0.187207,,
5569,0.176309,,
5570,0.146763,,
5571,0.133154,,
5572,0.219659,,
5573,0.163011,,
5574,0.147409,,
5575,0.139366,,
5576,0.094157,,
5577,0.115994,,
5578,0.107074,,
5579,0.135382,,
5580,0.208035,,
5581,0.145496,,
5582,0.145347,,
5583,0.154559,,
5584,0.126248,,
5585,0.155693,,
5586,0.151187,,
5587,0.166093,,
5588,0.161032,,
5589,0.127328,,
5590,0.221596,,
5591,0.170563,,
5592,0.309675,,
5593,0.114950,,
5594,0.198988,,
5595,0.213966,,
5596,0.134331,,
5597,0.096985,,
5598,0.146753,,
5599,0.114210,,
5600,0.132573,0.930021,0.739077
5601,0.209090,,
5602,0.209828,,
5603,0.125146,,
5604,0.176821,,
5605,0.124356,,
5606,0.161668,,
5607,0.070597,,
5608,0.096389,,
5609,0.208799,,
5610,0.087999,,
5611,0.157235,,
5612,0.160183,,
5613,0.097718,,
5614,0.163841,,
5615,0.170617,,
5616,0.236872,,
5617,0.217771,,
5618,0.201842,,
5619,0.228157,,
5620,0.140155,,
5621,0.103170,,
5622,0.146696,,
5623,0.191478,,
5624,0.119937,,
5625,0.211301,,
5626,0.216846,,
5627,0.104389,,
5628,0.134615,,
5629,0.200721,,
5630,0.161887,,
5631,0.157598,,
5632,0.175476,,
5633,0.126918,,
5634,0.282360,,
5635,0.118608,,
5636,0.185595,,
5637,0.162815,,
5638,0.150718,,
5639,0.131605,,
5640,0.150994,,
5641,0.117509,,
5642,0.115461,,
5643,0.262433,,
5644,0.224139,,
5645,0.104712,,
5646,0.273664,,
5647,0.169520,,
5648,0.140475,,
5649,0.189594,,
5650,0.146476,,
5651,0.240050,,
5652,0.206667,,
5653,0.171064,,
5654,0.196587,,
5655,0.146806,,
5656,0.127640,,
5657,0.122195,,
5658,0.128827,,
5659,0.173724,,
5660,0.110737,,
5661,0.179203,,
5662,0.143828,,
5663,0.149040,,
5664,0.153119,,
5665,0.146682,,
5666,0.108561,,
5667,0.139157,,
5668,0.126249,,
5669,0.127587,,
5670,0.148395,,
5671,0.121674,,
5672,0.168335,,
5673,0.201646,,
5674,0.114376,,
5675,0.155717,,
5676,0.196792,,
5677,0.104478,,
5678,0.207536,,
5679,0.193364,,
5680,0.195612,,
5681,0.388697,,
5682,0.185153,,
5683,0.118325,,
5684,0.151598,,
5685,0.106124,,
5686,0.115839,,
5687,0.179585,,
5688,0.254219,,
5689,0.142307,,
5690,0.088696,,
5691,0.147334,,
5692,0.235595,,
5693,0.055406,,
5694,0.155610,,
5695,0.199965,,
5696,0.339835,,
5697,0.180334,,
5698,0.172995,,
5699,0.112223,,
5700,0.156530,0.928377,0.734950
5701,0.187596,,
5702,0.172408,,
5703,0.154466,,
5704,0.221184,,
5705,0.314079,,
5706,0.159766,,
5707,0.308680,,
5708,0.199589,,
5709,0.158771,,
5710,0.121525,,
5711,0.107536,,
5712,0.163007,,
5713,0.157561,,
5714,0.162312,,
5715,0.112356,,
5716,0.097521,,
5717,0.157294,,
5718,0.135791,,
5719,0.391071,,
5720,0.205996,,
5721,0.135622,,
5722,0.226424,,
5723,0.127038,,
5724,0.192888,,
5725,0.173229,,
5726,0.231267,,
5727,0.156840,,
5728,0.197923,,
5729,0.306205,,
5730,0.128276,,
5731,0.168318,,
5732,0.246622,,
5733,0.109640,,
5734,0.158646,,
5735,0.193371,,
5736,0.146652,,
5737,0.201575,,
5738,0.109518,,
5739,0.104485,,
5740,0.232744,,
5741,0.128652,,
5742,0.169839,,
5743,0.121051,,
5744,0.169054,,
5745,0.153660,,
5746,0.154841,,
5747,0.140918,,
5748,0.139998,,
5749,0.177702,,
5750,0.108824,,
5751,0.267316,,
5752,0.121453,,
5753,0.292831,,
5754,0.161310,,
5755,0.164548,,
5756,0.187206,,
5757,0.164751,,
5758,0.182416,,
5759,0.140762,,
5760,0.125759,,
5761,0.125776,,
5762,0.193613,,
5763,0.121542,,
5764,0.226801,,
5765,0.233562,,
5766,0.139757,,
5767,0.181776,,
5768,0.215782,,
5769,0.122845,,
5770,0.116583,,
5771,0.205246,,
5772,0.163965,,
5773,0.151552,,
5774,0.102205,,
5775,0.151208,,
5776,0.175003,,
5777,0.159578,,
5778,0.126918,,
5779,0.126488,,
5780,0.179407,,
5781,0.238181,,
5782,0.148919,,
5783,0.221731,,
5784,0.089629,,
5785,0.184184,,
5786,0.254703,,
5787,0.097378,,
5788,0.169860,,
5789,0.177476,,
5790,0.282100,,
5791,0.354572,,
5792,0.152080,,
5793,0.202886,,
5794,0.122112,,
5795,0.170141,,
5796,0.108396,,
5797,0.172284,,
5798,0.133766,,
5799,0.170320,,
5800,0.138217,0.929024,0.737710
5801,0.129895,,
5802,0.206396,,
5803,0.176798,,
5804,0.146978,,
5805,0.216781,,
5806,0.161348,,
5807,0.139566,,
5808,0.102508,,
5809,0.192674,,
5810,0.145485,,
5811,0.287065,,
5812,0.109786,,
5813,0.184152,,
5814,0.271935,,
5815,0.185682,,
5816,0.143752,,
5817,0.099039,,
5818,0.130113,,
5819,0.206041,,
5820,0.300149,,
5821,0.138795,,
5822,0.247893,,
5823,0.120862,,
5824,0.358859,,
5825,0.140329,,
5826,0.179280,,
5827,0.152500,,
5828,0.149423,,
5829,0.171267,,
5830,0.123462,,
5831,0.216264,,
5832,0.135595,,
5833,0.127764,,
5834,0.130866,,
5835,0.112128,,
5836,0.182977,,
5837,0.077889,,
5838,0.168022,,
5839,0.279365,,
5840,0.142040,,
5841,0.162997,,
5842,0.115482,,
5843,0.172893,,
5844,0.219899,,
5845,0.109074,,
5846,0.136093,,
5847,0.164266,,
5848,0.111180,,
5849,0.179437,,
5850,0.131695,,
5851,0.142164,,
5852,0.133352,,
5853,0.127499,,
5854,0.102716,,
5855,0.158848,,
5856,0.133152,,
5857,0.170878,,
5858,0.177348,,
5859,0.240002,,
5860,0.130013,,
5861,0.081021,,
5862,0.131305,,
5863,0.075193,,
5864,0.106267,,
5865,0.183579,,
5866,0.200313,,
5867,0.228055,,
5868,0.143931,,
5869,0.094975,,
5870,0.214510,,
5871,0.123220,,
5872,0.192835,,
5873,0.110463,,
5874,0.149474,,
5875,0.114631,,
5876,0.125165,,
5877,0.136143,,
5878,0.155887,,
5879,0.146609,,
5880,0.403174,,
5881,0.135492,,
5882,0.136399,,
5883,0.131145,,
5884,0.075168,,
5885,0.120090,,
5886,0.159975,,
5887,0.215085,,
5888,0.167499,,
5889,0.193405,,
5890,0.142561,,
5891,0.137158,,
5892,0.243731,,
5893,0.212642,,
5894,0.126710,,
5895,0.203627,,
5896,0.124092,,
5897,0.201460,,
5898,0.182607,,
5899,0.150602,,
5900,0.126735,0.929865,0.742247
5901,0.141831,,
5902,0.182068,,
5903,0.154620,,
5904,0.223318,,
5905,0.152311,,
5906,0.171736,,
5907,0.183055,,
5908,0.171770,,
5909,0.094312,,
5910,0.136305,,
5911,0.090569,,
5912,0.104869,,
5913,0.164298,,
5914,0.149952,,
5915,0.167129,,
5916,0.124087,,
5917,0.123372,,
5918,0.126460,,
5919,0.164615,,
5920,0.167423,,
5921,0.185294,,
5922,0.244866,,
5923,0.077799,,
5924,0.236448,,
5925,0.123300,,
5926,0.158572,,
5927,0.106611,,
5928,0.112432,,
5929,0.204724,,
5930,0.237516,,
5931,0.158837,,
5932,0.137683,,
5933,0.197892,,
5934,0.139389,,
5935,0.213664,,
5936,0.167426,,
5937,0.154231,,
5938,0.196890,,
5939,0.209591,,
5940,0.153303,,
5941,0.145137,,
5942,0.132158,,
5943,0.128230,,
5944,0.152686,,
5945,0.196326,,
5946,0.140124,,
5947,0.184025,,
5948,0.097876,,
5949,0.128683,,
5950,0.075433,,
5951,0.145149,,
5952,0.164118,,
5953,0.146705,,
5954,0.227866,,
5955,0.153014,,
5956,0.161566,,
5957,0.187886,,
5958,0.134582,,
5959,0.092593,,
5960,0.120574,,
5961,0.129032,,
5962,0.188847,,
5963,0.193187,,
5964,0.138072,,
5965,0.202379,,
5966,0.143891,,
5967,0.134681,,
5968,0.130240,,
5969,0.127931,,
5970,0.173879,,
5971,0.189481,,
5972,0.102407,,
5973,0.140770,,
5974,0.192335,,
5975,0.203528,,
5976,0.124008,,
5977,0.133199,,
5978,0.220945,,
5979,0.102497,,
5980,0.313625,,
5981,0.152916,,
5982,0.137708,,
5983,0.123930,,
5984,0.159668,,
5985,0.147195,,
5986,0.282482,,
5987,0.186844,,
5988,0.202879,,
5989,0.206433,,
5990,0.147139,,
5991,0.145973,,
5992,0.141818,,
5993,0.109132,,
5994,0.102196,,
5995,0.167217,,
5996,0.189068,,
5997,0.224054,,
5998,0.160002,,
5999,0.166488,,
6000,0.125414,0.924773,0.727175
6001,0.108971,,
6002,0.113381,,
6003,0.125915,,
6004,0.111431,,
6005,0.172526,,
6006,0.130955,,
6007,0.186724,,
6008,0.119368,,
6009,0.178207,,
6010,0.174785,,
6011,0.127190,,
6012,0.227111,,
6013,0.119673,,
6014,0.158229,,
6015,0.173688,,
6016,0.172998,,
6017,0.132802,,
6018,0.123860,,
6019,0.141618,,
6020,0.206250,,
6021,0.238950,,
6022,0.191648,,
6023,0.175840,,
6024,0.138139,,
6025,0.205856,,
6026,0.138751,,
6027,0.096141,,
6028,0.156751,,
6029,0.118027,,
6030,0.253209,,
6031,0.104648,,
6032,0.163599,,
6033,0.155286,,
6034,0.140183,,
6035,0.399220,,
6036,0.169865,,
6037,0.165798,,
6038,0.105326,,
6039,0.119307,,
6040,0.104853,,
6041,0.252381,,
6042,0.153245,,
6043,0.144399,,
6044,0.138636,,
6045,0.178767,,
6046,0.129211,,
6047,0.128700,,
6048,0.087723,,
6049,0.150633,,
6050,0.059223,,
6051,0.073905,,
6052,0.117348,,
6053,0.133163,,
6054,0.171590,,
6055,0.093277,,
6056,0.108914,,
6057,0.177697,,
6058,0.118129,,
6059,0.402012,,
6060,0.193342,,
6061,0.187808,,
6062,0.128416,,
6063,0.105820,,
6064,0.119902,,
6065,0.201309,,
6066,0.149249,,
6067,0.166917,,
6068,0.110316,,
6069,0.174020,,
6070,0.185991,,
6071,0.133933,,
6072,0.143642,,
6073,0.151819,,
6074,0.165549,,
6075,0.259935,,
6076,0.148320,,
6077,0.235212,,
6078,0.243391,,
6079,0.097072,,
6080,0.145071,,
6081,0.108451,,
6082,0.213695,,
6083,0.146792,,
6084,0.149055,,
6085,0.201698,,
6086,0.156896,,
6087,0.209013,,
6088,0.183090,,
6089,0.138356,,
6090,0.103421,,
6091,0.166144,,
6092,0.194880,,
6093,0.185841,,
6094,0.139187,,
6095,0.093188,,
6096,0.140177,,
6097,0.291687,,
6098,0.166207,,
6099,0.119210,,
6100,0.101553,0.929556,0.738221
6101,0.143938,,
6102,0.132523,,
6103,0.095405,,
6104,0.182788,,
6105,0.134711,,
6106,0.133780,,
6107,0.133832,,
6108,0.066622,,
